Epoch,BatchSize,ModelType,NumParameters,TrainAccuracy,ValidationAccuracy,TrainTime,ValidationTime
11,64,alternating,4995737,0.4207161068916321,0.3991839289665222,54.87761378288269,3.1137590408325195
12,64,alternating,4995737,0.4300071895122528,0.3926154375076294,54.76392650604248,3.112708330154419
13,64,alternating,4995737,0.4440736770629883,0.39928343892097473,54.76528453826904,3.112675666809082
14,64,alternating,4995737,0.4551830291748047,0.40256768465042114,55.0974280834198,3.1130778789520264
15,64,alternating,4995737,0.4627957046031952,0.3865445852279663,55.00853180885315,3.108405113220215
16,64,alternating,4995737,0.4742247462272644,0.42147690057754517,54.99518632888794,3.113373279571533
17,64,alternating,4995737,0.48681265115737915,0.4226711690425873,55.073315143585205,3.138962507247925
18,64,alternating,4995737,0.4945252537727356,0.43083199858665466,55.170570850372314,3.1083590984344482
19,64,alternating,4995737,0.5043558478355408,0.3831608295440674,55.08883333206177,3.112541913986206
20,64,alternating,4995737,0.5108495950698853,0.4314291477203369,54.958394289016724,3.123790979385376
21,64,alternating,4995737,0.5215792655944824,0.43680334091186523,54.97579216957092,3.114518642425537
22,64,alternating,4995737,0.5307904481887817,0.4386942684650421,54.77738356590271,3.109064817428589
23,64,alternating,4995737,0.536884605884552,0.4325238764286041,54.75976252555847,3.1058456897735596
24,64,alternating,4995737,0.5434582829475403,0.4419785141944885,55.01157259941101,3.113562822341919
25,64,alternating,4995737,0.5579243898391724,0.4271496832370758,54.87300682067871,3.1089229583740234
26,64,alternating,4995737,0.5604220032691956,0.4375,55.582098960876465,3.1795101165771484
27,64,alternating,4995737,0.5717910528182983,0.44337180256843567,56.332117795944214,3.2243640422821045
28,64,alternating,4995737,0.5787843465805054,0.4425756335258484,56.67562675476074,3.2086806297302246
29,64,alternating,4995737,0.5857177376747131,0.4499402940273285,56.7606635093689,3.2224788665771484
30,64,alternating,4995737,0.5914722084999084,0.44128185510635376,56.66142964363098,3.2233457565307617
31,64,alternating,4995737,0.6012827754020691,0.44854697585105896,57.05530381202698,3.208531379699707
32,64,alternating,4995737,0.6040001511573792,0.4403861463069916,57.45893359184265,3.285388708114624
33,64,alternating,4995737,0.6139106750488281,0.4447651207447052,57.12255311012268,3.257173776626587
34,64,alternating,4995737,0.6226422786712646,0.43600717186927795,56.613210916519165,3.2236745357513428
35,64,alternating,4995737,0.6260190010070801,0.4332205355167389,56.936055183410645,3.237697124481201
36,64,alternating,4995737,0.6312939524650574,0.43819665908813477,56.642027378082275,3.1432762145996094
37,64,alternating,4995737,0.641504168510437,0.44347134232521057,55.43048095703125,3.1397483348846436
38,64,alternating,4995737,0.6459998488426208,0.44824841618537903,55.48153519630432,3.139842987060547
39,64,alternating,4995737,0.6479779481887817,0.4511345624923706,55.48094153404236,3.1609208583831787
40,64,alternating,4995737,0.6582480669021606,0.4415804147720337,54.98732399940491,3.123476505279541
41,64,alternating,4995737,0.6639426350593567,0.4501393437385559,55.33696699142456,3.1240551471710205
42,64,alternating,4995737,0.667998731136322,0.44128185510635376,55.1895227432251,3.1122984886169434
43,64,alternating,4995737,0.6782888174057007,0.4445660710334778,55.1011688709259,3.108773946762085
44,64,alternating,4995737,0.6801071166992188,0.4394904375076294,55.23034119606018,3.1208527088165283
45,64,alternating,4995737,0.6852021813392639,0.43700239062309265,55.40339159965515,3.128448009490967
46,64,alternating,4995737,0.6909167170524597,0.446954607963562,55.724411487579346,3.1864640712738037
47,64,alternating,4995737,0.6942335367202759,0.44227707386016846,55.6546790599823,3.14585018157959
48,64,alternating,4995737,0.7040840983390808,0.42844346165657043,55.33885169029236,3.1129000186920166
49,64,alternating,4995737,0.7055826187133789,0.44018709659576416,55.30202507972717,3.1123273372650146
0,64,resnet18,11689512,0.11271179467439651,0.17724920809268951,52.78522300720215,1.842322587966919
1,64,resnet18,11689512,0.2111772745847702,0.22123806178569794,51.486265897750854,1.7891547679901123
2,64,resnet18,11689512,0.27861252427101135,0.310708612203598,52.09211349487305,2.0409693717956543
3,64,resnet18,11689512,0.33116209506988525,0.33509156107902527,51.981749057769775,1.9617080688476562
4,64,resnet18,11689512,0.36974504590034485,0.35897690057754517,51.34213185310364,1.7788033485412598
5,64,resnet18,11689512,0.396499365568161,0.36415207386016846,51.434734582901,1.789853572845459
6,64,resnet18,11689512,0.43204525113105774,0.3854498267173767,51.48269486427307,1.7949471473693848
7,64,resnet18,11689512,0.4591991603374481,0.38505175709724426,51.26094722747803,2.212315797805786
8,64,resnet18,11689512,0.4787803590297699,0.4042595624923706,51.58612585067749,1.9304068088531494
9,64,resnet18,11689512,0.5046155452728271,0.42675158381462097,51.51660418510437,1.7943503856658936
10,64,resnet18,11689512,0.5234574675559998,0.44347134232521057,51.81395721435547,1.7998099327087402
11,64,resnet18,11689512,0.5461556911468506,0.44715365767478943,51.249314069747925,1.7897038459777832
12,64,resnet18,11689512,0.5682145357131958,0.4449641704559326,51.4112286567688,1.8259830474853516
13,64,resnet18,11689512,0.5876758098602295,0.4488455355167389,51.60626530647278,1.8364994525909424
14,64,resnet18,11689512,0.6048193573951721,0.45660826563835144,51.15922522544861,1.8044967651367188
15,64,resnet18,11689512,0.6290361285209656,0.45869824290275574,51.433295488357544,1.8724381923675537
16,64,resnet18,11689512,0.6448609232902527,0.46198248863220215,51.46455407142639,1.8744826316833496
17,64,resnet18,11689512,0.664542019367218,0.46098726987838745,51.2945020198822,1.827075719833374
18,64,resnet18,11689512,0.6806066036224365,0.451333612203598,51.757466077804565,1.963942050933838
19,64,resnet18,11689512,0.6967111825942993,0.44645699858665466,51.38861560821533,1.8519928455352783
20,64,resnet18,11689512,0.7121962904930115,0.47034236788749695,51.591479778289795,1.794276237487793
21,64,resnet18,11689512,0.7256234288215637,0.4575039744377136,51.45274543762207,2.028597116470337
22,64,resnet18,11689512,0.7397298812866211,0.4543192684650421,51.55413198471069,2.0526845455169678
23,64,resnet18,11689512,0.7525575160980225,0.4636743664741516,51.37090063095093,1.8256874084472656
24,64,resnet18,11689512,0.7620084881782532,0.46397292613983154,51.60244154930115,1.8525168895721436
25,64,resnet18,11689512,0.773377537727356,0.4574044644832611,51.81354379653931,1.8293263912200928
26,64,resnet18,11689512,0.7841671705245972,0.45909634232521057,51.97978401184082,1.7734324932098389
27,64,resnet18,11689512,0.789122462272644,0.4678542912006378,51.638527631759644,1.8104469776153564
28,64,resnet18,11689512,0.7981337904930115,0.4622810482978821,51.43686270713806,1.9625039100646973
29,64,resnet18,11689512,0.8017503023147583,0.4602906107902527,51.5489501953125,1.8527050018310547
30,64,resnet18,11689512,0.8128197193145752,0.4356090724468231,51.50956654548645,1.7795627117156982
31,64,resnet18,11689512,0.8120004534721375,0.47034236788749695,51.37126922607422,1.7584810256958008
32,64,resnet18,11689512,0.8182345032691956,0.46178343892097473,51.7053337097168,2.057379961013794
33,64,resnet18,11689512,0.8274056911468506,0.462380588054657,51.03207755088806,1.8139255046844482
34,64,resnet18,11689512,0.8285046219825745,0.454916387796402,51.08135199546814,1.8531665802001953
35,64,resnet18,11689512,0.8321810960769653,0.4604896605014801,50.81892967224121,1.7895143032073975
36,64,resnet18,11689512,0.83763587474823,0.4176950752735138,51.6007080078125,1.8374018669128418
37,64,resnet18,11689512,0.8410525918006897,0.4614848792552948,51.1712532043457,1.8100333213806152
38,64,resnet18,11689512,0.8399336934089661,0.4583996832370758,51.34826993942261,1.8214435577392578
39,64,resnet18,11689512,0.8487651944160461,0.466958612203598,51.36208748817444,1.8681368827819824
40,64,resnet18,11689512,0.8464074730873108,0.45800158381462097,51.62736201286316,1.7792456150054932
41,64,resnet18,11689512,0.8512827754020691,0.4635748267173767,51.26488924026489,1.8766019344329834
42,64,resnet18,11689512,0.8535605669021606,0.43481290340423584,51.25611996650696,1.951481819152832
43,64,resnet18,11689512,0.8544197678565979,0.45143312215805054,51.51075887680054,1.9463977813720703
44,64,resnet18,11689512,0.8540001511573792,0.44446656107902527,51.053648233413696,1.8635940551757812
45,64,resnet18,11689512,0.8546395301818848,0.4624800980091095,51.66270923614502,1.7950170040130615
46,64,resnet18,11689512,0.8592351078987122,0.44755175709724426,50.94739294052124,1.8214879035949707
47,64,resnet18,11689512,0.8608335852622986,0.4490445852279663,51.12389135360718,1.7947413921356201
48,64,resnet18,11689512,0.8628116846084595,0.4561106562614441,51.36264181137085,1.8292930126190186
49,64,resnet18,11689512,0.8649696111679077,0.45451831817626953,50.90799021720886,1.7902116775512695
0,64,VIT,10884196,0.023077845573425293,0.04189888387918472,84.44925570487976,5.553825616836548
1,64,VIT,10884196,0.04287883639335632,0.0707603469491005,83.85182571411133,5.533553838729858
2,64,VIT,10884196,0.058104220777750015,0.0791202262043953,83.90942311286926,5.538268804550171
3,64,VIT,10884196,0.06911364942789078,0.09375,84.02711176872253,5.554356336593628
4,64,VIT,10884196,0.07283008098602295,0.09414809197187424,84.25082087516785,5.561284065246582
5,64,VIT,10884196,0.07732576876878738,0.09116242080926895,84.25328946113586,5.56222128868103
6,64,VIT,10884196,0.08371962606906891,0.10280653089284897,84.2961847782135,5.520923137664795
7,64,VIT,10884196,0.08497842401266098,0.09673567116260529,83.67080950737,5.527137517929077
8,64,VIT,10884196,0.08717630803585052,0.109375,83.73113298416138,5.524196624755859
9,64,VIT,10884196,0.0960477963089943,0.12340764701366425,83.75158619880676,5.512255430221558
10,64,VIT,10884196,0.09830562770366669,0.12340764701366425,83.7680275440216,5.5159525871276855
11,64,VIT,10884196,0.10629795491695404,0.1291799396276474,83.73843669891357,5.516512632369995
12,64,VIT,10884196,0.10899536311626434,0.12380573153495789,83.73257756233215,5.517205476760864
13,64,VIT,10884196,0.10481937229633331,0.13286225497722626,83.76719903945923,5.518058776855469
14,64,VIT,10884196,0.10469948500394821,0.12549760937690735,83.7795832157135,5.516393661499023
15,64,VIT,10884196,0.10194213688373566,0.1218152865767479,83.79867053031921,5.516305923461914
16,64,VIT,10884196,0.1069972813129425,0.13107086718082428,83.85651230812073,5.531814098358154
17,64,VIT,10884196,0.10867567360401154,0.128085196018219,83.74887371063232,5.513804197311401
18,64,VIT,10884196,0.1069173589348793,0.1386345475912094,83.7525691986084,5.49922513961792
19,64,VIT,10884196,0.11377078294754028,0.13166798651218414,83.65308666229248,5.515648603439331
20,64,VIT,10884196,0.1117527186870575,0.12858280539512634,83.75205492973328,5.515310287475586
21,64,VIT,10884196,0.11558903753757477,0.13823646306991577,83.68817472457886,5.515830039978027
22,64,VIT,10884196,0.11590872704982758,0.13783837854862213,83.69322800636292,5.516453742980957
23,64,VIT,10884196,0.12132352590560913,0.13664411008358002,84.19627666473389,5.571802139282227
24,64,VIT,10884196,0.12138347327709198,0.14440684020519257,84.55133056640625,5.579253435134888
25,64,VIT,10884196,0.12653852999210358,0.14948248863220215,84.60786747932434,5.578474044799805
26,64,VIT,10884196,0.13363170623779297,0.15435907244682312,84.66431021690369,5.579383850097656
27,64,VIT,10884196,0.1280170977115631,0.14122213423252106,84.70150208473206,5.593243837356567
28,64,VIT,10884196,0.13455082476139069,0.1551552563905716,84.7648937702179,5.593926668167114
29,64,VIT,10884196,0.13584958016872406,0.14928343892097473,84.80236864089966,5.611016750335693
30,64,VIT,10884196,0.132253035902977,0.14709395170211792,84.80098724365234,5.593538761138916
31,64,VIT,10884196,0.13365168869495392,0.15037818253040314,84.88542699813843,5.5941245555877686
32,64,VIT,10884196,0.1380474716424942,0.15953423082828522,84.75069952011108,5.543596267700195
33,64,VIT,10884196,0.14639945328235626,0.1666003167629242,84.21449446678162,5.543462514877319
34,64,VIT,10884196,0.1452205926179886,0.1603304147720337,84.2246663570404,5.547902822494507
35,64,VIT,10884196,0.14939658343791962,0.16650079190731049,84.3127453327179,5.549084901809692
36,64,VIT,10884196,0.14088475704193115,0.15704618394374847,84.17027187347412,5.546168327331543
37,64,VIT,10884196,0.15317295491695404,0.16938693821430206,84.23012828826904,5.5512800216674805
38,64,VIT,10884196,0.13525016605854034,0.15754379332065582,84.2555603981018,5.547643661499023
39,64,VIT,10884196,0.14424152672290802,0.1675955355167389,84.30222678184509,5.562235593795776
40,64,VIT,10884196,0.1505754441022873,0.1717754751443863,84.32223653793335,5.54816460609436
41,64,VIT,10884196,0.15357257425785065,0.1802348792552948,84.3127498626709,5.5477025508880615
42,64,VIT,10884196,0.16068574786186218,0.1865047812461853,84.43599891662598,5.563944578170776
43,64,VIT,10884196,0.16296355426311493,0.17525875568389893,84.33121395111084,5.547180414199829
44,64,VIT,10884196,0.16126517951488495,0.17943869531154633,84.26628088951111,5.5434815883636475
45,64,VIT,10884196,0.16214434802532196,0.16809315979480743,84.27300262451172,5.547569274902344
46,64,VIT,10884196,0.1608056277036667,0.17933917045593262,84.37854170799255,5.545029878616333
47,64,VIT,10884196,0.17083600163459778,0.19088375568389893,84.21752715110779,5.543445110321045
48,64,VIT,10884196,0.17603100836277008,0.19655652344226837,84.42747354507446,5.5480732917785645
49,64,VIT,10884196,0.1771099716424942,0.20292595028877258,84.29382181167603,5.5485570430755615
