Epoch,BatchSize,ModelType,NumParameters,TrainAccuracy,ValidationAccuracy,TrainTime,ValidationTime
0,64,joint,9708095,0.2021360695362091,0.2944999933242798,11.982295751571655,4.453145503997803
1,64,joint,9708095,0.3053797483444214,0.33662500977516174,9.37214469909668,4.492445945739746
2,64,joint,9708095,0.3362341821193695,0.34575000405311584,9.490195035934448,4.542811155319214
3,64,joint,9708095,0.3734177350997925,0.3792499899864197,9.375635623931885,4.489394664764404
4,64,joint,9708095,0.39596518874168396,0.4257499873638153,9.372201204299927,4.615041255950928
5,64,joint,9708095,0.4260284900665283,0.46312499046325684,9.358250379562378,4.50626277923584
6,64,joint,9708095,0.4465981125831604,0.4476250112056732,9.325999975204468,4.510023593902588
7,64,joint,9708095,0.46993669867515564,0.46549999713897705,9.358324527740479,4.489978313446045
8,64,joint,9708095,0.4782436788082123,0.5087500214576721,9.356014490127563,4.499882698059082
9,64,joint,9708095,0.49624207615852356,0.49437499046325684,9.354577541351318,4.4908881187438965
10,64,joint,9708095,0.5154272317886353,0.500124990940094,9.326091289520264,4.476157188415527
11,64,joint,9708095,0.5223496556282043,0.47562500834465027,9.360878705978394,4.501060724258423
12,64,joint,9708095,0.5314477682113647,0.5248749852180481,9.340033531188965,4.465529441833496
13,64,joint,9708095,0.5541930198669434,0.5132499933242798,9.358794927597046,4.494532346725464
14,64,joint,9708095,0.5555775165557861,0.5006250143051147,9.349990844726562,4.505877494812012
15,64,joint,9708095,0.563686728477478,0.5065000057220459,9.343746900558472,4.474182367324829
16,64,joint,9708095,0.5747626423835754,0.5383750200271606,9.433931827545166,4.489977836608887
17,64,joint,9708095,0.6042326092720032,0.5283750295639038,9.356574058532715,4.508728265762329
18,64,joint,9708095,0.6107594966888428,0.5534999966621399,9.37092137336731,4.474842548370361
19,64,joint,9708095,0.6145173907279968,0.5538750290870667,9.419236183166504,4.473153591156006
20,64,joint,9708095,0.6208465099334717,0.5396249890327454,9.456609725952148,4.49432897567749
21,64,joint,9708095,0.6340981125831604,0.5536249876022339,9.519579410552979,4.489153623580933
22,64,joint,9708095,0.6279667615890503,0.5435000061988831,9.435117483139038,4.496852874755859
23,64,joint,9708095,0.6346914768218994,0.5577499866485596,9.42900013923645,4.476552963256836
24,64,joint,9708095,0.6414161324501038,0.5631250143051147,9.506485939025879,4.49300742149353
25,64,joint,9708095,0.6570411324501038,0.5613750219345093,9.465570449829102,4.50591254234314
26,64,joint,9708095,0.6631724834442139,0.5363749861717224,9.537132740020752,4.515353679656982
27,64,joint,9708095,0.6520965099334717,0.5587499737739563,9.466358184814453,4.490170955657959
28,64,joint,9708095,0.6621835231781006,0.5720000267028809,9.402761936187744,4.489930868148804
29,64,joint,9708095,0.6708860993385315,0.5763750076293945,9.421250104904175,4.491778612136841
30,64,joint,9708095,0.6799841523170471,0.5711249709129333,9.480661630630493,4.5207133293151855
31,64,joint,9708095,0.668117105960846,0.5658749938011169,9.516974210739136,4.509280681610107
32,64,joint,9708095,0.6973892450332642,0.5669999718666077,9.450428009033203,4.5053699016571045
33,64,joint,9708095,0.6888844966888428,0.5602499842643738,9.457129001617432,4.48973274230957
34,64,joint,9708095,0.688093364238739,0.5762500166893005,9.466261386871338,4.508469581604004
35,64,joint,9708095,0.686906635761261,0.5691249966621399,9.447125673294067,4.520961761474609
36,64,joint,9708095,0.6930379867553711,0.5816249847412109,9.449567317962646,4.505563259124756
37,64,joint,9708095,0.7100474834442139,0.5758749842643738,9.426861047744751,4.515010833740234
38,64,joint,9708095,0.7106408476829529,0.578374981880188,9.435053825378418,4.523228645324707
39,64,joint,9708095,0.7183544039726257,0.5688750147819519,9.464123249053955,4.524258136749268
40,64,joint,9708095,0.7165743708610535,0.5772500038146973,9.434228658676147,4.491755962371826
41,64,joint,9708095,0.704311728477478,0.5613750219345093,9.437779426574707,4.51637601852417
42,64,joint,9708095,0.7195411324501038,0.5692499876022339,9.368892431259155,4.442773342132568
43,64,joint,9708095,0.7232990264892578,0.5615000128746033,9.312717914581299,4.427527904510498
44,64,joint,9708095,0.7136076092720032,0.5727499723434448,9.292816638946533,4.404700994491577
45,64,joint,9708095,0.7231012582778931,0.581375002861023,9.286466360092163,4.412627458572388
46,64,joint,9708095,0.7252768874168396,0.5646250247955322,9.255529880523682,4.418191909790039
47,64,joint,9708095,0.7292326092720032,0.5756250023841858,9.253039836883545,4.433752059936523
48,64,joint,9708095,0.7298259735107422,0.5832499861717224,9.240451097488403,4.420636892318726
49,64,joint,9708095,0.7367483973503113,0.5745000243186951,9.234602928161621,4.420114040374756
0,32,joint,19385460,0.2396496832370758,0.27524998784065247,23.681652784347534,8.874279260635376
1,32,joint,19385460,0.30175158381462097,0.351749986410141,23.77960968017578,8.899691820144653
2,32,joint,19385460,0.3393710255622864,0.39762499928474426,23.701322078704834,8.899345636367798
3,32,joint,19385460,0.37878185510635376,0.4143750071525574,23.686463832855225,8.964043617248535
4,32,joint,19385460,0.41938695311546326,0.4491249918937683,23.970206022262573,8.899153232574463
5,32,joint,19385460,0.42257165908813477,0.4728749990463257,23.97249412536621,8.882502317428589
